image_id,filename,answer,type
172.jpg_exudate_type_aug_6,train\images\172_exudate_aug_6.jpg,Non-existent,augmented
172.jpg_exudate_type_aug_7,train\images\172_exudate_aug_7.jpg,Non-existent,augmented
174.jpg_exudate_type,train\images\174.jpg_exudate_type.jpg,Serous,original
174.jpg_exudate_type_aug_0,train\images\174_exudate_aug_0.jpg,Serous,augmented
174.jpg_exudate_type_aug_1,train\images\174_exudate_aug_1.jpg,Serous,augmented
174.jpg_exudate_type_aug_2,train\images\174_exudate_aug_2.jpg,Serous,augmented
174.jpg_exudate_type_aug_3,train\images\174_exudate_aug_3.jpg,Serous,augmented
174.jpg_exudate_type_aug_4,train\images\174_exudate_aug_4.jpg,Serous,augmented
174.jpg_exudate_type_aug_5,train\images\174_exudate_aug_5.jpg,Serous,augmented
174.jpg_exudate_type_aug_6,train\images\174_exudate_aug_6.jpg,Serous,augmented
174.jpg_exudate_type_aug_7,train\images\174_exudate_aug_7.jpg,Serous,augmented
175.jpg_exudate_type,train\images\175.jpg_exudate_type.jpg,Non-existent,original
175.jpg_exudate_type_aug_0,train\images\175_exudate_aug_0.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_1,train\images\175_exudate_aug_1.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_2,train\images\175_exudate_aug_2.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_3,train\images\175_exudate_aug_3.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_4,train\images\175_exudate_aug_4.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_5,train\images\175_exudate_aug_5.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_6,train\images\175_exudate_aug_6.jpg,Non-existent,augmented
175.jpg_exudate_type_aug_7,train\images\175_exudate_aug_7.jpg,Non-existent,augmented
176.jpg_exudate_type,train\images\176.jpg_exudate_type.jpg,Non-existent,original
176.jpg_exudate_type_aug_0,train\images\176_exudate_aug_0.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_1,train\images\176_exudate_aug_1.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_2,train\images\176_exudate_aug_2.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_3,train\images\176_exudate_aug_3.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_4,train\images\176_exudate_aug_4.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_5,train\images\176_exudate_aug_5.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_6,train\images\176_exudate_aug_6.jpg,Non-existent,augmented
176.jpg_exudate_type_aug_7,train\images\176_exudate_aug_7.jpg,Non-existent,augmented
184.jpg_exudate_type,train\images\184.jpg_exudate_type.jpg,Non-existent,original
184.jpg_exudate_type_aug_0,train\images\184_exudate_aug_0.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_1,train\images\184_exudate_aug_1.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_2,train\images\184_exudate_aug_2.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_3,train\images\184_exudate_aug_3.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_4,train\images\184_exudate_aug_4.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_5,train\images\184_exudate_aug_5.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_6,train\images\184_exudate_aug_6.jpg,Non-existent,augmented
184.jpg_exudate_type_aug_7,train\images\184_exudate_aug_7.jpg,Non-existent,augmented
186.jpg_exudate_type,train\images\186.jpg_exudate_type.jpg,Non-existent,original
186.jpg_exudate_type_aug_0,train\images\186_exudate_aug_0.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_1,train\images\186_exudate_aug_1.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_2,train\images\186_exudate_aug_2.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_3,train\images\186_exudate_aug_3.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_4,train\images\186_exudate_aug_4.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_5,train\images\186_exudate_aug_5.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_6,train\images\186_exudate_aug_6.jpg,Non-existent,augmented
186.jpg_exudate_type_aug_7,train\images\186_exudate_aug_7.jpg,Non-existent,augmented
187.jpg_exudate_type,train\images\187.jpg_exudate_type.jpg,Non-existent,original
187.jpg_exudate_type_aug_0,train\images\187_exudate_aug_0.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_1,train\images\187_exudate_aug_1.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_2,train\images\187_exudate_aug_2.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_3,train\images\187_exudate_aug_3.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_4,train\images\187_exudate_aug_4.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_5,train\images\187_exudate_aug_5.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_6,train\images\187_exudate_aug_6.jpg,Non-existent,augmented
187.jpg_exudate_type_aug_7,train\images\187_exudate_aug_7.jpg,Non-existent,augmented
191.jpg_exudate_type,train\images\191.jpg_exudate_type.jpg,Non-existent,original
191.jpg_exudate_type_aug_0,train\images\191_exudate_aug_0.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_1,train\images\191_exudate_aug_1.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_2,train\images\191_exudate_aug_2.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_3,train\images\191_exudate_aug_3.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_4,train\images\191_exudate_aug_4.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_5,train\images\191_exudate_aug_5.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_6,train\images\191_exudate_aug_6.jpg,Non-existent,augmented
191.jpg_exudate_type_aug_7,train\images\191_exudate_aug_7.jpg,Non-existent,augmented
192.jpg_exudate_type,train\images\192.jpg_exudate_type.jpg,Non-existent,original
192.jpg_exudate_type_aug_0,train\images\192_exudate_aug_0.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_1,train\images\192_exudate_aug_1.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_2,train\images\192_exudate_aug_2.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_3,train\images\192_exudate_aug_3.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_4,train\images\192_exudate_aug_4.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_5,train\images\192_exudate_aug_5.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_6,train\images\192_exudate_aug_6.jpg,Non-existent,augmented
192.jpg_exudate_type_aug_7,train\images\192_exudate_aug_7.jpg,Non-existent,augmented
195.jpg_exudate_type,train\images\195.jpg_exudate_type.jpg,Non-existent,original
195.jpg_exudate_type_aug_0,train\images\195_exudate_aug_0.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_1,train\images\195_exudate_aug_1.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_2,train\images\195_exudate_aug_2.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_3,train\images\195_exudate_aug_3.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_4,train\images\195_exudate_aug_4.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_5,train\images\195_exudate_aug_5.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_6,train\images\195_exudate_aug_6.jpg,Non-existent,augmented
195.jpg_exudate_type_aug_7,train\images\195_exudate_aug_7.jpg,Non-existent,augmented
197.jpg_exudate_type,train\images\197.jpg_exudate_type.jpg,Serous,original
197.jpg_exudate_type_aug_0,train\images\197_exudate_aug_0.jpg,Serous,augmented
197.jpg_exudate_type_aug_1,train\images\197_exudate_aug_1.jpg,Serous,augmented
197.jpg_exudate_type_aug_2,train\images\197_exudate_aug_2.jpg,Serous,augmented
197.jpg_exudate_type_aug_3,train\images\197_exudate_aug_3.jpg,Serous,augmented
197.jpg_exudate_type_aug_4,train\images\197_exudate_aug_4.jpg,Serous,augmented
197.jpg_exudate_type_aug_5,train\images\197_exudate_aug_5.jpg,Serous,augmented
197.jpg_exudate_type_aug_6,train\images\197_exudate_aug_6.jpg,Serous,augmented
197.jpg_exudate_type_aug_7,train\images\197_exudate_aug_7.jpg,Serous,augmented
200.jpg_exudate_type,train\images\200.jpg_exudate_type.jpg,Serous,original
200.jpg_exudate_type_aug_0,train\images\200_exudate_aug_0.jpg,Serous,augmented
200.jpg_exudate_type_aug_1,train\images\200_exudate_aug_1.jpg,Serous,augmented
200.jpg_exudate_type_aug_2,train\images\200_exudate_aug_2.jpg,Serous,augmented
200.jpg_exudate_type_aug_3,train\images\200_exudate_aug_3.jpg,Serous,augmented
200.jpg_exudate_type_aug_4,train\images\200_exudate_aug_4.jpg,Serous,augmented
200.jpg_exudate_type_aug_5,train\images\200_exudate_aug_5.jpg,Serous,augmented
200.jpg_exudate_type_aug_6,train\images\200_exudate_aug_6.jpg,Serous,augmented
200.jpg_exudate_type_aug_7,train\images\200_exudate_aug_7.jpg,Serous,augmented
208.jpg_exudate_type,train\images\208.jpg_exudate_type.jpg,Non-existent,original
208.jpg_exudate_type_aug_0,train\images\208_exudate_aug_0.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_1,train\images\208_exudate_aug_1.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_2,train\images\208_exudate_aug_2.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_3,train\images\208_exudate_aug_3.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_4,train\images\208_exudate_aug_4.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_5,train\images\208_exudate_aug_5.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_6,train\images\208_exudate_aug_6.jpg,Non-existent,augmented
208.jpg_exudate_type_aug_7,train\images\208_exudate_aug_7.jpg,Non-existent,augmented
210.jpg_exudate_type,train\images\210.jpg_exudate_type.jpg,Non-existent,original
210.jpg_exudate_type_aug_0,train\images\210_exudate_aug_0.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_1,train\images\210_exudate_aug_1.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_2,train\images\210_exudate_aug_2.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_3,train\images\210_exudate_aug_3.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_4,train\images\210_exudate_aug_4.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_5,train\images\210_exudate_aug_5.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_6,train\images\210_exudate_aug_6.jpg,Non-existent,augmented
210.jpg_exudate_type_aug_7,train\images\210_exudate_aug_7.jpg,Non-existent,augmented
211.jpg_exudate_type,train\images\211.jpg_exudate_type.jpg,Non-existent,original
211.jpg_exudate_type_aug_0,train\images\211_exudate_aug_0.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_1,train\images\211_exudate_aug_1.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_2,train\images\211_exudate_aug_2.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_3,train\images\211_exudate_aug_3.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_4,train\images\211_exudate_aug_4.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_5,train\images\211_exudate_aug_5.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_6,train\images\211_exudate_aug_6.jpg,Non-existent,augmented
211.jpg_exudate_type_aug_7,train\images\211_exudate_aug_7.jpg,Non-existent,augmented
215.jpg_exudate_type,train\images\215.jpg_exudate_type.jpg,Purulent,original
215.jpg_exudate_type_aug_0,train\images\215_exudate_aug_0.jpg,Purulent,augmented
215.jpg_exudate_type_aug_1,train\images\215_exudate_aug_1.jpg,Purulent,augmented
215.jpg_exudate_type_aug_2,train\images\215_exudate_aug_2.jpg,Purulent,augmented
215.jpg_exudate_type_aug_3,train\images\215_exudate_aug_3.jpg,Purulent,augmented
215.jpg_exudate_type_aug_4,train\images\215_exudate_aug_4.jpg,Purulent,augmented
215.jpg_exudate_type_aug_5,train\images\215_exudate_aug_5.jpg,Purulent,augmented
215.jpg_exudate_type_aug_6,train\images\215_exudate_aug_6.jpg,Purulent,augmented
215.jpg_exudate_type_aug_7,train\images\215_exudate_aug_7.jpg,Purulent,augmented
217.jpg_exudate_type,train\images\217.jpg_exudate_type.jpg,Non-existent,original
217.jpg_exudate_type_aug_0,train\images\217_exudate_aug_0.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_1,train\images\217_exudate_aug_1.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_2,train\images\217_exudate_aug_2.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_3,train\images\217_exudate_aug_3.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_4,train\images\217_exudate_aug_4.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_5,train\images\217_exudate_aug_5.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_6,train\images\217_exudate_aug_6.jpg,Non-existent,augmented
217.jpg_exudate_type_aug_7,train\images\217_exudate_aug_7.jpg,Non-existent,augmented
221.jpg_exudate_type,train\images\221.jpg_exudate_type.jpg,Non-existent,original
221.jpg_exudate_type_aug_0,train\images\221_exudate_aug_0.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_1,train\images\221_exudate_aug_1.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_2,train\images\221_exudate_aug_2.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_3,train\images\221_exudate_aug_3.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_4,train\images\221_exudate_aug_4.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_5,train\images\221_exudate_aug_5.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_6,train\images\221_exudate_aug_6.jpg,Non-existent,augmented
221.jpg_exudate_type_aug_7,train\images\221_exudate_aug_7.jpg,Non-existent,augmented
226.jpg_exudate_type,train\images\226.jpg_exudate_type.jpg,Non-existent,original
226.jpg_exudate_type_aug_0,train\images\226_exudate_aug_0.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_1,train\images\226_exudate_aug_1.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_2,train\images\226_exudate_aug_2.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_3,train\images\226_exudate_aug_3.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_4,train\images\226_exudate_aug_4.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_5,train\images\226_exudate_aug_5.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_6,train\images\226_exudate_aug_6.jpg,Non-existent,augmented
226.jpg_exudate_type_aug_7,train\images\226_exudate_aug_7.jpg,Non-existent,augmented
227.jpg_exudate_type,train\images\227.jpg_exudate_type.jpg,Non-existent,original
227.jpg_exudate_type_aug_0,train\images\227_exudate_aug_0.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_1,train\images\227_exudate_aug_1.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_2,train\images\227_exudate_aug_2.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_3,train\images\227_exudate_aug_3.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_4,train\images\227_exudate_aug_4.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_5,train\images\227_exudate_aug_5.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_6,train\images\227_exudate_aug_6.jpg,Non-existent,augmented
227.jpg_exudate_type_aug_7,train\images\227_exudate_aug_7.jpg,Non-existent,augmented
230.jpg_exudate_type,train\images\230.jpg_exudate_type.jpg,Non-existent,original
230.jpg_exudate_type_aug_0,train\images\230_exudate_aug_0.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_1,train\images\230_exudate_aug_1.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_2,train\images\230_exudate_aug_2.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_3,train\images\230_exudate_aug_3.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_4,train\images\230_exudate_aug_4.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_5,train\images\230_exudate_aug_5.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_6,train\images\230_exudate_aug_6.jpg,Non-existent,augmented
230.jpg_exudate_type_aug_7,train\images\230_exudate_aug_7.jpg,Non-existent,augmented
233.jpg_exudate_type,train\images\233.jpg_exudate_type.jpg,Non-existent,original
233.jpg_exudate_type_aug_0,train\images\233_exudate_aug_0.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_1,train\images\233_exudate_aug_1.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_2,train\images\233_exudate_aug_2.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_3,train\images\233_exudate_aug_3.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_4,train\images\233_exudate_aug_4.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_5,train\images\233_exudate_aug_5.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_6,train\images\233_exudate_aug_6.jpg,Non-existent,augmented
233.jpg_exudate_type_aug_7,train\images\233_exudate_aug_7.jpg,Non-existent,augmented
238.jpg_exudate_type,train\images\238.jpg_exudate_type.jpg,Non-existent,original
238.jpg_exudate_type_aug_0,train\images\238_exudate_aug_0.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_1,train\images\238_exudate_aug_1.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_2,train\images\238_exudate_aug_2.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_3,train\images\238_exudate_aug_3.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_4,train\images\238_exudate_aug_4.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_5,train\images\238_exudate_aug_5.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_6,train\images\238_exudate_aug_6.jpg,Non-existent,augmented
238.jpg_exudate_type_aug_7,train\images\238_exudate_aug_7.jpg,Non-existent,augmented
241.jpg_exudate_type,train\images\241.jpg_exudate_type.jpg,Non-existent,original
241.jpg_exudate_type_aug_0,train\images\241_exudate_aug_0.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_1,train\images\241_exudate_aug_1.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_2,train\images\241_exudate_aug_2.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_3,train\images\241_exudate_aug_3.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_4,train\images\241_exudate_aug_4.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_5,train\images\241_exudate_aug_5.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_6,train\images\241_exudate_aug_6.jpg,Non-existent,augmented
241.jpg_exudate_type_aug_7,train\images\241_exudate_aug_7.jpg,Non-existent,augmented
245.jpg_exudate_type,train\images\245.jpg_exudate_type.jpg,Non-existent,original
245.jpg_exudate_type_aug_0,train\images\245_exudate_aug_0.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_1,train\images\245_exudate_aug_1.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_2,train\images\245_exudate_aug_2.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_3,train\images\245_exudate_aug_3.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_4,train\images\245_exudate_aug_4.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_5,train\images\245_exudate_aug_5.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_6,train\images\245_exudate_aug_6.jpg,Non-existent,augmented
245.jpg_exudate_type_aug_7,train\images\245_exudate_aug_7.jpg,Non-existent,augmented
250.jpg_exudate_type,train\images\250.jpg_exudate_type.jpg,Non-existent,original
250.jpg_exudate_type_aug_0,train\images\250_exudate_aug_0.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_1,train\images\250_exudate_aug_1.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_2,train\images\250_exudate_aug_2.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_3,train\images\250_exudate_aug_3.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_4,train\images\250_exudate_aug_4.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_5,train\images\250_exudate_aug_5.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_6,train\images\250_exudate_aug_6.jpg,Non-existent,augmented
250.jpg_exudate_type_aug_7,train\images\250_exudate_aug_7.jpg,Non-existent,augmented
255.jpg_exudate_type,train\images\255.jpg_exudate_type.jpg,Non-existent,original
255.jpg_exudate_type_aug_0,train\images\255_exudate_aug_0.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_1,train\images\255_exudate_aug_1.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_2,train\images\255_exudate_aug_2.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_3,train\images\255_exudate_aug_3.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_4,train\images\255_exudate_aug_4.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_5,train\images\255_exudate_aug_5.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_6,train\images\255_exudate_aug_6.jpg,Non-existent,augmented
255.jpg_exudate_type_aug_7,train\images\255_exudate_aug_7.jpg,Non-existent,augmented
258.jpg_exudate_type,train\images\258.jpg_exudate_type.jpg,Non-existent,original
258.jpg_exudate_type_aug_0,train\images\258_exudate_aug_0.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_1,train\images\258_exudate_aug_1.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_2,train\images\258_exudate_aug_2.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_3,train\images\258_exudate_aug_3.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_4,train\images\258_exudate_aug_4.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_5,train\images\258_exudate_aug_5.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_6,train\images\258_exudate_aug_6.jpg,Non-existent,augmented
258.jpg_exudate_type_aug_7,train\images\258_exudate_aug_7.jpg,Non-existent,augmented
259.jpg_exudate_type,train\images\259.jpg_exudate_type.jpg,Non-existent,original
259.jpg_exudate_type_aug_0,train\images\259_exudate_aug_0.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_1,train\images\259_exudate_aug_1.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_2,train\images\259_exudate_aug_2.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_3,train\images\259_exudate_aug_3.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_4,train\images\259_exudate_aug_4.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_5,train\images\259_exudate_aug_5.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_6,train\images\259_exudate_aug_6.jpg,Non-existent,augmented
259.jpg_exudate_type_aug_7,train\images\259_exudate_aug_7.jpg,Non-existent,augmented
260.jpg_exudate_type,train\images\260.jpg_exudate_type.jpg,Non-existent,original
260.jpg_exudate_type_aug_0,train\images\260_exudate_aug_0.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_1,train\images\260_exudate_aug_1.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_2,train\images\260_exudate_aug_2.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_3,train\images\260_exudate_aug_3.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_4,train\images\260_exudate_aug_4.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_5,train\images\260_exudate_aug_5.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_6,train\images\260_exudate_aug_6.jpg,Non-existent,augmented
260.jpg_exudate_type_aug_7,train\images\260_exudate_aug_7.jpg,Non-existent,augmented
264.jpg_exudate_type,train\images\264.jpg_exudate_type.jpg,Non-existent,original
264.jpg_exudate_type_aug_0,train\images\264_exudate_aug_0.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_1,train\images\264_exudate_aug_1.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_2,train\images\264_exudate_aug_2.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_3,train\images\264_exudate_aug_3.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_4,train\images\264_exudate_aug_4.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_5,train\images\264_exudate_aug_5.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_6,train\images\264_exudate_aug_6.jpg,Non-existent,augmented
264.jpg_exudate_type_aug_7,train\images\264_exudate_aug_7.jpg,Non-existent,augmented
266.jpg_exudate_type,train\images\266.jpg_exudate_type.jpg,Non-existent,original
266.jpg_exudate_type_aug_0,train\images\266_exudate_aug_0.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_1,train\images\266_exudate_aug_1.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_2,train\images\266_exudate_aug_2.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_3,train\images\266_exudate_aug_3.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_4,train\images\266_exudate_aug_4.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_5,train\images\266_exudate_aug_5.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_6,train\images\266_exudate_aug_6.jpg,Non-existent,augmented
266.jpg_exudate_type_aug_7,train\images\266_exudate_aug_7.jpg,Non-existent,augmented
269.jpg_exudate_type,train\images\269.jpg_exudate_type.jpg,Non-existent,original
269.jpg_exudate_type_aug_0,train\images\269_exudate_aug_0.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_1,train\images\269_exudate_aug_1.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_2,train\images\269_exudate_aug_2.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_3,train\images\269_exudate_aug_3.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_4,train\images\269_exudate_aug_4.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_5,train\images\269_exudate_aug_5.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_6,train\images\269_exudate_aug_6.jpg,Non-existent,augmented
269.jpg_exudate_type_aug_7,train\images\269_exudate_aug_7.jpg,Non-existent,augmented
274.jpg_exudate_type,train\images\274.jpg_exudate_type.jpg,Non-existent,original
274.jpg_exudate_type_aug_0,train\images\274_exudate_aug_0.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_1,train\images\274_exudate_aug_1.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_2,train\images\274_exudate_aug_2.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_3,train\images\274_exudate_aug_3.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_4,train\images\274_exudate_aug_4.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_5,train\images\274_exudate_aug_5.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_6,train\images\274_exudate_aug_6.jpg,Non-existent,augmented
274.jpg_exudate_type_aug_7,train\images\274_exudate_aug_7.jpg,Non-existent,augmented
275.jpg_exudate_type,train\images\275.jpg_exudate_type.jpg,Non-existent,original
275.jpg_exudate_type_aug_0,train\images\275_exudate_aug_0.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_1,train\images\275_exudate_aug_1.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_2,train\images\275_exudate_aug_2.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_3,train\images\275_exudate_aug_3.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_4,train\images\275_exudate_aug_4.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_5,train\images\275_exudate_aug_5.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_6,train\images\275_exudate_aug_6.jpg,Non-existent,augmented
275.jpg_exudate_type_aug_7,train\images\275_exudate_aug_7.jpg,Non-existent,augmented
278.jpg_exudate_type,train\images\278.jpg_exudate_type.jpg,Non-existent,original
278.jpg_exudate_type_aug_0,train\images\278_exudate_aug_0.jpg,Non-existent,augmented
